gkbar,gnabar,ADP_peak_amplitude,ADP_peak_values,AHP1_depth_from_peak,AHP2_depth_from_peak,AHP_depth,AHP_depth_abs,AHP_depth_abs_slow,AHP_depth_diff,AHP_depth_from_peak,AHP_depth_slow,AHP_slow_time,AHP_time_from_peak,AP1_amp,AP1_begin_voltage,AP1_begin_width,AP1_peak,AP1_width,AP2_AP1_begin_width_diff,AP2_AP1_diff,AP2_AP1_peak_diff,AP2_amp,AP2_begin_voltage,AP2_begin_width,AP2_peak,AP2_width,AP_amplitude,AP_amplitude_change,AP_amplitude_diff,AP_amplitude_from_voltagebase,AP_begin_time,AP_begin_voltage,AP_begin_width,AP_duration,AP_duration_change,AP_duration_half_width,AP_duration_half_width_change,AP_fall_rate,AP_fall_rate_change,AP_fall_time,AP_height,AP_peak_downstroke,AP_peak_upstroke,AP_rise_rate,AP_rise_rate_change,AP_rise_time,AP_width,AP_width_between_threshold,APlast_amp,APlast_width,ISI_values,Spikecount,Spikecount_stimint,all_ISI_values,amp_drop_first_last,amp_drop_first_second,amp_drop_second_last,decay_time_constant_after_stim,doublet_ISI,fast_AHP,fast_AHP_change,inv_first_ISI,inv_last_ISI,inv_second_ISI,inv_time_to_first_spike,max_amp_difference,maximum_voltage,maximum_voltage_from_voltagebase,mean_AP_amplitude,mean_frequency,min_AHP_values,min_between_peaks_values,min_voltage_between_spikes,minimum_voltage,peak_time,peak_voltage,postburst_min_values,sag_ratio2,spike_half_width,spike_width2,steady_state_hyper,steady_state_voltage,steady_state_voltage_stimend,strict_burst_mean_freq,time_to_first_spike,time_to_last_spike,time_to_second_spike,voltage,voltage_after_stim,voltage_base,voltage_deflection,voltage_deflection_begin,voltage_deflection_vb_ssse,ISIs
37.9185086509,112.06388715074262,0.0,-74.96167185406433,114.01280236606989,100.03084490162229,-9.732912477175427,-74.96167185406433,-71.51700117702465,0.14824379703496504,103.39396114228896,-6.288241800135751,0.2765486725663717,2.506666666666669,94.88699592133887,-56.01092704541699,3.210000000000001,38.876068875921874,1.5623693653721678,-0.5400000000000027,-19.832510846515845,-13.753260150266478,75.05448507482302,-49.931676349167624,2.669999999999998,25.122808725655396,1.4799858516200528,80.06379801010276,-0.23432923185055576,-12.318541443596231,93.66104866511353,28.69333333333333,-51.63150872187814,2.823333333333334,3.306666666666668,-0.1260387811634349,1.1866666666666674,-0.15151515151515094,-46.8346446379521,-0.0009539725156290854,2.183333333333336,28.432289288224624,-63.487010304970376,208.47337845259673,71.00561722937731,-0.15302816500973826,1.123333333333332,1.4133333333333333,1.4133333333333333,70.2499130341464,1.4823279263795313,18.08,3.0,3.0,17.665,17.578078612825276,13.753260150266478,3.824818462558799,2.8180114294940277,17.25,22.051083135765143,0.30589838912021433,57.971014492753625,55.30973451327434,55.30973451327434,436.6812227074234,13.753260150266478,38.876068875921874,104.10482825281078,80.06379801010276,79.74481658692186,-74.96167185406433,-74.96167185406433,-75.02238483305746,-75.13673349014802,29.816666666666663,28.432289288224624,-74.84024589607809,-0.3062445573660968,1.5082277144572505,0.7482856986210837,-58.72729420722545,-59.77219675706996,-62.19449623017912,110.61946902654869,2.290000000000001,37.62,19.54,-58.65661126877755,-59.98791704235729,-65.2287593768889,6.677184310488229,14.361285989541152,3.034263146709783,17.665
28.280742939904062,124.01325030241405,0.0,-74.60218885178695,115.88198212951178,109.0110819601453,-10.657376282969867,-74.60218885178695,-71.5407456476009,0.02496383152622646,109.83125886957986,-7.5959330787838315,0.379881512048429,2.8428571428571443,97.95123182622481,-56.798221070493376,3.51,41.15301075573144,1.7172957760743095,-0.41999999999999993,-10.989537976514839,-6.731718532810248,86.96169384970997,-52.54040162678879,3.09,34.42129222292119,1.617944197686686,89.56594122994976,-0.1141423875254085,-3.7627452939924617,99.17388258660999,50.63857142857143,-53.08049522856311,3.141428571428572,3.624285714285715,-0.08801020408163251,1.331428571428571,-0.11711711711711777,-43.511191361482624,0.019675242175962105,2.4957142857142864,35.22907001779289,-58.484787902632846,243.7223799020923,78.23653487368301,-0.011171375723742416,1.1285714285714281,1.6385714285714275,1.6385714285714275,86.66299594424743,1.6136912745981966,13.162,7.0,4.0,13.208333333333336,6.948804037593014,6.731718532810248,0.21708550478276578,8.935744475142954,13.44,21.414638506386837,0.23315621337682976,74.40476190476191,75.9878419452887,75.93014426727412,490.1960784313723,6.731718532810248,41.15301075573144,105.09782332454851,89.56594122994976,95.67089213106912,-74.60218885178695,-74.60218885178695,-74.60602226298093,-74.72897137378035,51.76714285714286,35.22907001779289,-74.579188384623,0.5567160766938173,1.6291847435875584,0.8467823767385347,-65.11349320842423,-53.989731231680096,-69.94852714915932,91.1715544750038,2.040000000000001,81.29,15.48,-54.60820369946358,-57.31976216922035,-63.94481256881708,-0.8670924897499077,12.054415009052434,-6.0037145803422405,13.208333333333336
41.870197132103414,111.64405627924296,0.0,-75.26661079378327,113.53840951804841,,-9.685253348508695,-75.26661079378327,,,113.53840951804841,,,2.629999999999999,94.04938631025708,-55.777587585991945,3.120000000000001,38.27179872426513,1.524836763323917,,,,,,,,,94.04938631025708,,,103.85315616953972,11.18,-55.777587585991945,3.120000000000001,3.5200000000000014,,1.2800000000000011,,-48.278198308959354,,2.33,38.27179872426513,-67.63608331850223,282.4764603578376,79.03309773971175,,1.1900000000000013,1.5599999999999987,1.5599999999999987,94.04938631025708,1.524836763323917,,1.0,1.0,,,,,951.5370879951712,,,,,,,421.94092827004204,,38.27179872426513,103.85315616953972,94.04938631025708,421.94092827004204,-75.26661079378327,-75.26661079378327,,-75.26661079378327,12.370000000000001,38.27179872426513,,-0.50825955746878,1.524836763323917,,-60.67217852478963,-60.65028682608567,-60.65873486438853,,2.370000000000001,2.370000000000001,,-60.477314580931214,-60.68980875100194,-65.58135744527458,4.907021644708877,15.174223174966563,4.922622580886049,
27.557486575891694,112.29351076969088,0.0,-74.45569651266013,114.85127403023506,106.8961070461477,-10.46890555133061,-74.45569651266013,-71.18331333025961,0.029806543948865283,107.81983615644877,-7.196522368930074,0.37503753749531826,2.788571428571428,96.60529567546538,-56.36092845706096,3.450000000000001,40.24436721840442,1.6825430700200055,-0.4300000000000015,-12.214942275857567,-7.789722292715041,84.39035339960782,-51.935708473918446,3.0199999999999996,32.45464492568938,1.5887337451326125,87.27067045839367,-0.12883524520133052,-4.191675474387968,97.35093060511815,51.21714285714285,-52.50909281078392,3.075714285714287,3.5785714285714314,-0.09063573883161462,1.292857142857143,-0.1118881118881116,-43.82234825098159,0.016571457874521286,2.431428571428572,33.364139643788626,-57.44601947129406,224.9819802917022,74.8215573700584,-0.03717608955351014,1.1471428571428592,1.5828571428571419,1.5828571428571419,84.03026925230148,1.584603831808369,13.331999999999999,7.0,4.0,13.381666666666668,8.077820543717039,7.789722292715041,0.2880982510019976,4.492656437584255,13.630000000000003,21.83860262115023,0.23627941652850187,73.36757153338223,75.01875468867217,74.9625187406297,473.93364928909966,7.789722292715041,40.24436721840442,104.23115817973394,87.27067045839367,94.31737797689223,-74.45569651266013,-74.45569651266013,-74.46030134008059,-74.60690681183064,52.36428571428571,33.364139643788626,-74.42806754813745,0.632793253207996,1.5992470684350413,0.8267903199183279,-66.02277271838011,-54.11322915247638,-70.70712861981393,90.00900090009002,2.1099999999999994,82.4,15.740000000000002,-54.73478223351239,-57.952351167829086,-63.986790961329525,-1.732651438962698,12.566593268388857,-6.720337658484404,13.381666666666668
41.80119998693329,117.35830043195995,0.0,-75.2979867727819,114.26008120596826,,-9.762086444781986,-75.2979867727819,,,114.26008120596826,,,2.67,95.03647252037632,-56.074378087189956,3.16,38.962094433186365,1.545317702664106,,,,,,,,,95.03647252037632,,,104.49799476118628,11.13,-56.074378087189956,3.16,3.5599999999999987,,1.299999999999999,,-47.59745479012689,,2.379999999999999,38.962094433186365,-67.85980451536065,291.5871171427332,80.53938349184436,,1.1799999999999997,1.5999999999999996,1.5999999999999996,95.03647252037632,1.545317702664106,,1.0,1.0,,,,,336.32086194839627,,,,,,,432.9004329004328,,38.962094433186365,104.49799476118628,95.03647252037632,432.9004329004328,-75.2979867727819,-75.2979867727819,,-75.2979867727819,12.31,38.962094433186365,,-0.5113793439811427,1.545317702664106,,-60.54487914938059,-60.577342260680425,-60.543770965980094,,2.3100000000000005,2.3100000000000005,,-60.3801826618497,-60.616059102412805,-65.53590032799991,4.984169672712341,14.6768122619714,4.992129362019817,
26.09251516240824,124.11561701587814,0.0,-74.44548505292008,115.91825241427233,109.46682338685059,-10.875270012345785,-74.44548505292008,-71.39966341600795,0.024506612355198836,110.24239291316697,-7.829448375433671,0.3897117081061475,2.9185714285714286,98.15673341647135,-56.80841546380431,3.5700000000000003,41.34831795266705,1.747934693592585,-0.41000000000000014,-10.438899244161817,-6.314798039592077,87.71783417230954,-52.68431425923456,3.16,35.033519913074976,1.648056564346366,90.18691445862473,-0.10825976891510587,-3.5794864202152517,99.36712290082117,49.58714285714286,-53.20634885494714,3.2085714285714304,3.6985714285714306,-0.085213032581453,1.3614285714285725,-0.10777777777777686,-42.56699634049412,0.024099282572158463,2.56,35.79690786024688,-56.766017862877995,245.01451056798683,78.15686368142629,-0.014764748951089582,1.1385714285714308,1.6785714285714295,1.6785714285714295,87.4182741558256,1.6438448039020115,12.830000000000002,7.0,4.0,12.876666666666665,6.51136641130946,6.314798039592077,0.19656837171738317,9.483948459177517,13.110000000000001,21.14088812490468,0.2283162241375029,76.27765064836002,78.00312012480504,77.88161993769472,502.5125628140703,6.314798039592077,41.34831795266705,104.91853299324134,90.18691445862473,98.11135638950208,-74.44548505292008,-74.44548505292008,-74.44925009716107,-74.56993446160529,50.72571428571429,35.79690786024688,-74.42289478747409,0.36718051783846944,1.6593608795353523,0.8658124549822469,-62.429183152026354,-53.46626249313308,-67.60909771366632,93.53078721745908,1.9900000000000002,79.25,15.100000000000001,-54.14805873457807,-51.116877945918965,-63.57021504057428,1.4540884066225104,11.692921587558835,-4.038882673092033,12.876666666666665
42.69384440985563,110.44544711530821,0.0,-75.2837487390962,113.2874876257898,,-9.627014627041646,-75.2837487390962,,,113.2874876257898,,,2.6099999999999994,93.65725691868458,-55.653518031990984,3.0999999999999996,38.0037388866936,1.5136497310894583,,,,,,,,,93.65725691868458,,,103.66047299874815,11.21,-55.653518031990984,3.0999999999999996,3.5,,1.2700000000000014,,-48.40665925538648,,2.3200000000000003,38.0037388866936,-67.95354794007234,279.89569485119995,79.37055671074967,,1.1799999999999997,1.549999999999999,1.549999999999999,93.65725691868458,1.5136497310894583,,1.0,1.0,,,,,1735.7400771935181,,,,,,,418.4100418410041,,38.0037388866936,103.66047299874815,93.65725691868458,418.4100418410041,-75.2837487390962,-75.2837487390962,,-75.2837487390962,12.39,38.0037388866936,,-0.5057279585852457,1.5136497310894583,,-60.797928628991095,-60.76681363740776,-60.78808365745048,,2.3900000000000006,2.3900000000000006,,-60.59915097164632,-60.80662229409708,-65.65673411205455,4.857963198117041,15.45704578595415,4.868650454604072,
27.822609231268608,110.5325198063815,0.0,-74.45745987220245,114.65332532053397,106.41376771510886,-10.408511480925482,-74.45745987220245,-71.14714868102345,0.03073895708850453,107.36629263846514,-7.098200289746487,0.37219009762862376,2.7657142857142842,96.30777284249484,-56.267862972419955,3.4299999999999997,40.039909870074894,1.6720056160050654,-0.4299999999999997,-12.509039265470335,-8.068983714671806,83.7987335770245,-51.827807421621415,3.0,31.970926155403088,1.5797828595680592,86.70958063972354,-0.13288220904687206,-4.3150941302386245,96.95778115753967,51.54428571428571,-52.37366467778586,3.0542857142857147,3.5571428571428565,-0.09153713298791026,1.2828571428571434,-0.12004662004661937,-44.02122399884528,0.014984705364839963,2.409999999999999,32.908832766262705,-57.556142763878526,221.55238140016897,74.30239392104427,-0.04154815750194077,1.147142857142858,1.565714285714286,1.565714285714286,83.36249045177897,1.5757162915357694,13.434000000000001,7.0,4.0,13.483333333333333,8.376550830909121,8.068983714671806,0.3075671162373155,3.042184681826976,13.729999999999999,21.980437858698963,0.23776130274698795,72.83321194464676,74.46016381236043,74.34944237918214,469.4835680751172,8.068983714671806,40.039909870074894,104.08885826135186,86.70958063972354,93.58914365933552,-74.45745987220245,-74.45745987220245,-74.46220623291485,-74.61341545045907,52.691428571428574,32.908832766262705,-74.42898170792805,0.673088675413626,1.590062789618612,0.8197848912206153,-66.72897987017167,-54.16616908756679,-71.15977153059274,89.32559178204555,2.130000000000001,83.03,15.86,-54.79903243277187,-58.32722381805738,-64.04894839127697,-2.3768437404153673,12.71386117004949,-7.1108231393157695,13.483333333333333
27.488047285967912,128.2871958346319,0.0,-74.57893335568123,116.22410646500458,109.87056570028419,-10.825211982103058,-74.57893335568123,-71.58873193832468,0.023331491991408864,110.63561368285977,-7.83501056474653,0.38586214440750555,2.8942857142857155,98.44296860741039,-56.91625970146365,3.5500000000000007,41.52670890594674,1.7435301084501422,-0.41000000000000014,-10.375133792780218,-6.223355543770403,88.06783481463017,-52.76448145245384,3.1400000000000006,35.30335336217634,1.642685225095923,90.55939720394103,-0.10677683420822685,-3.535272976089658,99.81040170075669,49.980000000000004,-53.32550612380364,3.1928571428571435,3.6742857142857157,-0.08417508417508401,1.3571428571428537,-0.11111111111111388,-42.97085929385764,0.023684213601292397,2.5457142857142867,36.05668032717853,-58.028087638626324,250.64540481082648,79.1874368349172,-0.012353936508381702,1.1285714285714288,1.6742857142857157,1.6742857142857157,87.83714967914142,1.6385501784938776,12.957999999999998,7.0,4.0,13.004999999999997,6.414709828539387,6.223355543770403,0.19135428476898397,47.73892403991331,13.24,21.151042093104536,0.2274255514466592,75.52870090634441,77.16049382716054,77.10100231303005,502.5125628140703,6.223355543770403,41.52670890594674,105.28043027952491,90.55939720394103,97.20534629404618,-74.57893335568123,-74.57893335568123,-74.58252081377653,-74.69739755905783,51.10857142857143,36.05668032717853,-74.55740860710938,0.44876940148706584,1.65418103027962,0.8665154424679079,-63.62892960200369,-53.70585018126595,-68.66490838540413,92.60688377836087,1.9900000000000002,80.02,15.23,-54.35046137511332,-54.68621365563447,-63.753721373578166,0.42982319415639836,11.721372226608331,-4.911187011825966,13.004999999999997
29.768237639954815,115.99854380529634,0.0,-74.63136975004684,115.10607083876849,107.0728808795017,-10.370998901206715,-74.63136975004684,-71.40831642649223,0.028498825732789612,108.00692208040354,-7.1479455776520835,0.366891804178378,2.7414285714285733,96.74513730821418,-56.41506455059703,3.41,40.33007275761715,1.6675495070550206,-0.41999999999999815,-12.30157141278805,-7.874721464305068,84.44356589542613,-51.98821460211405,2.990000000000002,32.455351293312084,1.573515288149609,87.33811791860275,-0.1296467488543941,-4.2145683649255306,97.63592317919684,52.13,-52.56024776129534,3.042857142857142,3.5314285714285703,-0.09094865100087061,1.2799999999999976,-0.12237762237762413,-44.573261444893646,0.020046099160334466,2.3957142857142864,33.37555233035668,-59.1986714838577,229.13143885668555,75.6248209811288,-0.044939816849008586,1.1357142857142841,1.565714285714286,1.565714285714286,84.10143221343759,1.569469432686955,13.628,7.0,4.0,13.678333333333333,8.166292378225606,7.874721464305068,0.2915709139205376,2.2303851595960347,13.93,21.963027229384853,0.23541899061959892,71.78750897343862,73.36757153338228,73.31378299120236,471.69811320754695,7.874721464305068,40.33007275761715,104.59044360645728,87.33811791860275,92.35742322789194,-74.63136975004684,-74.63136975004684,-74.63576385392889,-74.77599808115134,53.26571428571429,33.37555233035668,-74.6050051267546,0.5824280920906009,1.5840824777966787,0.8129979086965905,-68.35188503299837,-54.25594258446796,-70.38496755489112,88.05400645729381,2.120000000000001,84.19,16.05,-54.92883147657581,-59.088068688265665,-64.26037084884014,-3.7961883429959613,12.7056447822375,-6.12459670605098,13.678333333333333
