bce,elbo,kld,epoch
74.84027,99.84086,25.000587,1
65.01521,91.20103,26.185816,2
60.826237,88.12347,27.297228,3
59.357765,86.01806,26.660294,4
56.804413,84.8085,28.004093,5
56.50304,83.567154,27.064114,6
55.237965,82.974525,27.73656,7
54.743103,82.6378,27.894703,8
54.317825,82.05511,27.73728,9
53.994884,81.75247,27.757584,10
53.376472,81.40873,28.032259,11
53.005333,80.932556,27.927225,12
52.479645,80.614105,28.13446,13
52.60452,80.54762,27.943108,14
51.9249,80.440605,28.515703,15
51.692158,80.19559,28.503431,16
51.351673,79.93343,28.581762,17
51.060936,79.7285,28.667564,18
50.86785,79.68894,28.821093,19
50.816883,79.53012,28.713238,20
50.946392,79.52306,28.576672,21
50.849937,79.49056,28.640627,22
50.437813,79.30734,28.869526,23
50.49245,79.22263,28.730179,24
50.316128,79.21482,28.898693,25
50.655724,79.04291,28.387184,26
50.49856,78.977325,28.478765,27
50.515614,79.030106,28.51449,28
49.755856,78.86228,29.106426,29
49.68088,78.69253,29.011648,30
49.571342,78.60075,29.029415,31
49.534203,78.68289,29.148687,32
49.618847,78.53914,28.920296,33
49.922176,78.697556,28.775381,34
49.256016,78.37147,29.115452,35
49.16636,78.48124,29.31488,36
49.276093,78.211716,28.93562,37
49.29729,78.33295,29.035654,38
48.83371,78.28473,29.451015,39
49.380016,78.17518,28.795162,40
49.013393,78.017525,29.00413,41
49.07056,78.15037,29.079805,42
48.84627,78.09538,29.24911,43
48.65139,78.00721,29.355822,44
49.013615,78.06846,29.054846,45
49.19408,77.90128,28.707207,46
48.39471,77.86166,29.46695,47
48.307323,77.85803,29.550709,48
48.18028,77.815895,29.63562,49
48.921516,77.919395,28.99788,50
48.157963,77.75661,29.598646,51
48.52657,77.68484,29.15827,52
48.34017,77.73626,29.396084,53
48.3358,77.70532,29.369524,54
48.375053,77.54104,29.165983,55
48.357452,77.541626,29.184175,56
48.08523,77.57293,29.4877,57
47.952026,77.51815,29.566126,58
48.13392,77.38506,29.251144,59
48.109768,77.49518,29.385408,60
47.908672,77.36409,29.455421,61
48.00484,77.42655,29.421713,62
47.86226,77.242134,29.379879,63
47.67285,77.32066,29.647814,64
47.700356,77.34235,29.641994,65
47.83742,77.29085,29.453424,66
47.49679,77.22811,29.731318,67
47.846416,77.24582,29.399405,68
47.716568,77.18149,29.46492,69
47.360123,77.05882,29.698696,70
47.40651,77.05807,29.651554,71
47.476997,77.03828,29.561275,72
47.367657,77.00794,29.640285,73
47.255222,77.04003,29.78481,74
47.34897,76.9831,29.634129,75
47.451324,76.99551,29.544182,76
47.170856,76.93455,29.763693,77
47.28017,76.92781,29.647642,78
47.570778,76.945564,29.374788,79
47.378998,76.91764,29.538641,80
47.203007,76.85636,29.65335,81
47.26512,76.82892,29.563797,82
47.329357,76.79489,29.465538,83
47.247356,76.829865,29.582506,84
47.26408,76.789894,29.52581,85
47.116203,76.77884,29.66264,86
47.010303,76.76267,29.752369,87
47.0102,76.75833,29.74813,88
46.930534,76.72038,29.789846,89
47.155224,76.72256,29.567335,90
47.12497,76.73151,29.60654,91
46.97118,76.69446,29.72328,92
47.069263,76.68683,29.617563,93
47.00083,76.70404,29.703213,94
47.03717,76.698944,29.661772,95
47.049404,76.68906,29.639652,96
47.03683,76.687325,29.650497,97
47.070557,76.69231,29.621752,98
46.980762,76.69686,29.7161,99
47.04326,76.696686,29.653429,100
