bce,elbo,kld,epoch
90.0561,118.963135,28.907036,1
76.68204,108.19327,31.511234,2
69.42134,101.66075,32.23941,3
64.86856,96.8018,31.93324,4
60.53341,92.698524,32.165115,5
58.754433,90.23982,31.485394,6
57.041763,88.65546,31.613697,7
54.774883,86.77907,32.004185,8
54.01652,85.71,31.69348,9
52.81052,84.81026,31.99974,10
51.831226,84.03338,32.202152,11
51.40298,83.143135,31.74015,12
50.29367,82.784904,32.49123,13
50.614563,82.163826,31.549261,14
49.322285,81.98359,32.661304,15
49.110535,81.268196,32.15766,16
49.218468,81.178955,31.960487,17
49.22621,80.78222,31.556004,18
48.294037,80.41037,32.116337,19
47.956944,80.36571,32.408768,20
47.834156,80.00563,32.17147,21
47.266354,79.64241,32.37606,22
47.302555,79.392494,32.08994,23
47.725586,79.243004,31.517416,24
47.01392,79.360985,32.34707,25
46.592155,79.02502,32.432865,26
46.453186,78.88431,32.43112,27
46.64385,78.80724,32.163395,28
46.11484,78.78999,32.675156,29
46.113327,78.48971,32.37638,30
45.736988,78.579216,32.84223,31
46.16924,78.299126,32.129887,32
46.189426,78.21489,32.02546,33
45.609993,78.14881,32.538815,34
45.79139,78.08814,32.296753,35
45.79558,78.004524,32.20894,36
45.645687,77.82506,32.179375,37
45.883884,77.84493,31.961048,38
45.216,77.69907,32.483074,39
44.94004,77.66539,32.725346,40
44.871563,77.544785,32.673225,41
45.243084,77.454185,32.211105,42
45.520992,77.456665,31.935677,43
44.78061,77.398445,32.61784,44
44.809074,77.4017,32.592625,45
45.091137,77.13048,32.03934,46
44.567326,77.147545,32.58022,47
44.813137,77.15232,32.339184,48
44.786407,77.04688,32.26048,49
44.51118,76.940506,32.42933,50
44.179207,76.83143,32.652225,51
43.89394,76.7848,32.89086,52
44.144154,76.68785,32.543697,53
44.16297,76.72512,32.562145,54
44.25003,76.63709,32.387062,55
43.833954,76.584885,32.750927,56
44.01686,76.52093,32.504066,57
44.147568,76.46981,32.322243,58
44.070393,76.40972,32.33933,59
43.552284,76.350914,32.79863,60
44.0327,76.30171,32.269012,61
44.00407,76.177185,32.17312,62
43.4508,76.23656,32.78575,63
43.31693,76.08816,32.771233,64
43.23987,76.043,32.803127,65
43.824512,76.15175,32.327232,66
44.037773,76.01177,31.973997,67
43.797337,75.93952,32.14219,68
43.603344,75.94342,32.340076,69
43.626274,75.947334,32.32106,70
42.88613,75.86364,32.97751,71
43.25367,75.788826,32.53516,72
42.96663,75.76035,32.793724,73
42.79772,75.73127,32.933544,74
43.59569,75.70684,32.11115,75
43.05909,75.679634,32.62054,76
43.117832,75.67116,32.55333,77
43.219055,75.61779,32.398735,78
43.132614,75.5378,32.40519,79
43.302227,75.549614,32.247387,80
43.113136,75.55015,32.437016,81
43.151768,75.47619,32.324417,82
42.864735,75.46514,32.600407,83
42.940025,75.43871,32.49869,84
42.923195,75.38217,32.458977,85
42.759575,75.388985,32.629414,86
42.839806,75.39585,32.556046,87
42.869366,75.34613,32.476765,88
42.891357,75.30685,32.415493,89
42.71186,75.29565,32.58379,90
42.787514,75.2937,32.50619,91
42.77671,75.270874,32.494167,92
42.702816,75.25289,32.55007,93
42.57818,75.25144,32.67326,94
42.720757,75.23736,32.5166,95
42.73951,75.23588,32.49637,96
42.737724,75.24352,32.505795,97
42.58361,75.23755,32.653942,98
42.737766,75.23398,32.496212,99
42.66513,75.23347,32.56834,100
