bce,elbo,kld,epoch
82.98291,104.23663,21.253725,1
71.140434,93.81564,22.67521,2
64.90845,88.98833,24.079884,3
62.026752,86.86097,24.834219,4
59.108944,84.7231,25.614151,5
58.96657,83.888695,24.922121,6
57.491592,82.90278,25.411184,7
56.550735,82.342384,25.791649,8
55.886547,81.24579,25.359241,9
55.083965,81.00221,25.918251,10
54.8451,80.54894,25.70384,11
54.637363,80.43279,25.79543,12
53.567635,79.948975,26.381338,13
53.67981,79.57787,25.898062,14
52.654514,79.34053,26.686016,15
52.830772,79.19434,26.363573,16
51.76812,78.63703,26.86891,17
52.59851,78.932335,26.333822,18
52.687172,78.7236,26.036432,19
51.778137,78.3701,26.591969,20
52.10141,78.6629,26.561497,21
52.25723,78.573166,26.315935,22
50.948677,78.12562,27.176943,23
51.73248,78.10233,26.369858,24
51.17646,78.060455,26.883991,25
51.205475,77.87887,26.673397,26
51.15848,77.8609,26.702421,27
51.39808,78.04337,26.645296,28
50.459457,77.494286,27.034832,29
50.42948,77.34825,26.918768,30
50.902016,77.63954,26.737524,31
50.446278,77.42897,26.982695,32
50.123856,77.27718,27.153326,33
50.390797,77.21779,26.826992,34
50.81628,77.39095,26.574673,35
50.473835,77.863014,27.389183,36
50.23793,77.308105,27.070175,37
50.42564,77.256966,26.831326,38
49.66279,77.217545,27.554758,39
49.797886,77.11129,27.313406,40
50.12017,77.31175,27.191584,41
49.702957,77.09277,27.38982,42
49.5804,76.96706,27.386658,43
49.606194,77.09552,27.489328,44
50.086452,77.16331,27.076853,45
49.770977,76.935326,27.164345,46
49.531815,77.01395,27.482134,47
49.06674,76.90583,27.839096,48
49.31305,77.03098,27.71793,49
49.186047,76.94709,27.761045,50
48.839935,76.818665,27.97873,51
49.021076,76.77993,27.758852,52
49.238346,76.7908,27.552458,53
49.3606,76.75308,27.39248,54
49.301216,76.93254,27.631327,55
48.89899,76.75236,27.853369,56
49.011723,76.719246,27.707525,57
48.79348,76.76479,27.971313,58
49.044167,76.66711,27.622944,59
49.17218,76.68503,27.51285,60
48.659912,76.56658,27.906672,61
49.04303,76.53247,27.489437,62
49.163284,76.67498,27.511696,63
48.692837,76.48613,27.793297,64
48.858547,76.72501,27.866465,65
48.840107,76.70562,27.865513,66
48.66386,76.48978,27.825918,67
48.825317,76.526146,27.700827,68
48.352333,76.47874,28.126406,69
48.439583,76.38984,27.950253,70
48.52524,76.453415,27.928175,71
48.69777,76.448235,27.750465,72
48.669483,76.413345,27.74386,73
48.82951,76.397964,27.568457,74
48.205208,76.398,28.192793,75
48.2137,76.45693,28.243235,76
48.41575,76.447784,28.032036,77
48.443657,76.3428,27.89914,78
48.464016,76.32499,27.860975,79
48.197025,76.331566,28.134539,80
48.376408,76.34083,27.96442,81
48.27508,76.25505,27.979969,82
48.303185,76.32388,28.020699,83
48.24813,76.232605,27.984476,84
48.30342,76.21585,27.912428,85
48.263363,76.28797,28.024609,86
47.95393,76.255936,28.302006,87
48.28161,76.20998,27.928368,88
48.11623,76.16208,28.045847,89
48.209515,76.18261,27.973095,90
48.10551,76.17257,28.067057,91
48.046738,76.15722,28.110483,92
48.050365,76.16739,28.117022,93
48.012165,76.162636,28.150469,94
47.970467,76.15801,28.187544,95
48.027798,76.133606,28.105806,96
47.98469,76.14867,28.16397,97
48.066536,76.138695,28.072155,98
47.99113,76.13012,28.138985,99
48.028824,76.1525,28.123672,100
