bce,elbo,kld,epoch
66.23532,84.86655,37.26245,1
55.963577,74.69674,37.466324,2
50.50578,69.93875,38.86595,3
48.143898,67.595085,38.90237,4
45.53336,65.53087,39.99501,5
45.08521,64.46043,38.750435,6
43.550663,63.34831,39.59529,7
43.48276,63.606197,40.246872,8
42.32298,62.137314,39.62867,9
42.194798,62.34223,40.294872,10
40.98689,61.099365,40.22495,11
41.012547,60.74041,39.455727,12
40.661953,60.701584,40.07926,13
39.610912,59.715446,40.20907,14
39.666264,59.842117,40.351704,15
39.659435,59.423233,39.52759,16
39.127083,59.30613,40.358093,17
39.233467,59.29289,40.118843,18
38.8769,58.989746,40.22569,19
38.657513,58.790897,40.26677,20
38.068443,58.30877,40.480648,21
38.157104,58.23992,40.165638,22
37.822037,58.05584,40.467606,23
37.859978,58.013,40.306046,24
37.6124,58.112495,41.000195,25
37.71798,57.765995,40.09603,26
38.19183,58.230988,40.078312,27
37.43392,57.447983,40.02812,28
37.174686,57.421516,40.493656,29
36.848747,57.265076,40.83266,30
37.081997,57.21817,40.272343,31
37.337193,57.75879,40.84319,32
36.72653,57.235596,41.01813,33
36.91515,57.036705,40.243114,34
36.726833,57.094147,40.734627,35
36.97914,57.751007,41.543728,36
37.047096,57.15204,40.209885,37
36.26889,57.013172,41.488564,38
36.607395,57.171272,41.127758,39
36.403835,56.970306,41.132946,40
36.50771,57.092865,41.170307,41
36.28396,56.7359,40.90389,42
36.027905,56.75996,41.46411,43
36.058823,56.905617,41.69359,44
36.247498,56.863533,41.23207,45
36.39207,56.7778,40.771465,46
36.50015,56.7647,40.529106,47
36.06632,56.740753,41.348873,48
35.898792,56.784782,41.77198,49
36.25045,56.93421,41.367527,50
36.320507,57.00053,41.360046,51
36.369137,57.042793,41.347313,52
36.282337,56.716454,40.868237,53
35.90344,56.789555,41.772232,54
36.103348,56.862656,41.518612,55
36.23175,56.88087,41.29824,56
36.14172,56.93235,41.58126,57
35.94985,56.73831,41.57693,58
35.97985,56.78614,41.612576,59
36.127823,56.90338,41.551117,60
36.06598,56.782784,41.43361,61
35.948017,56.81737,41.73871,62
35.766922,56.676445,41.81905,63
36.000248,56.86333,41.726166,64
35.913986,56.7566,41.685226,65
35.845978,56.70848,41.725002,66
35.841927,56.71363,41.743404,67
36.12558,56.70676,41.16236,68
35.957123,56.711994,41.509743,69
35.78298,56.60817,41.65038,70
35.76993,56.649826,41.759792,71
35.85695,56.63395,41.554005,72
35.7166,56.650574,41.867947,73
35.94476,56.744774,41.600033,74
35.768017,56.71483,41.89362,75
35.713516,56.64429,41.86155,76
35.64306,56.65049,42.014862,77
35.739235,56.680183,41.881897,78
35.82299,56.676983,41.707985,79
35.742,56.72433,41.96466,80
35.643204,56.5981,41.90979,81
35.766323,56.70025,41.867855,82
35.66202,56.611176,41.898308,83
35.65618,56.61052,41.908672,84
35.635094,56.5979,41.92561,85
35.6411,56.627335,41.97246,86
35.61697,56.60735,41.98076,87
35.64969,56.570755,41.842136,88
35.563114,56.613716,42.101204,89
35.665985,56.572815,41.813656,90
35.61263,56.56817,41.911083,91
35.61783,56.582268,41.92888,92
35.620716,56.559532,41.87763,93
35.62175,56.558846,41.874195,94
35.60576,56.58082,41.95012,95
35.584892,56.573647,41.977505,96
35.575485,56.56201,41.973057,97
35.584606,56.57931,41.98941,98
35.521744,56.575363,42.107243,99
35.552185,56.568665,42.032955,100
