bce,elbo,kld,epoch
164.00908,188.54832,2.453925,1
153.43367,180.59586,2.7162185,2
144.46516,176.40634,3.1941185,3
141.7472,173.70961,3.1962419,4
136.94939,171.53348,3.4584093,5
134.62534,169.86856,3.524322,6
134.46628,168.83746,3.4371188,7
129.5961,167.41147,3.7815375,8
128.03804,167.00479,3.8966756,9
128.23405,166.27809,3.8044043,10
127.32589,166.03796,3.8712075,11
125.04401,165.38257,4.0338554,12
123.71256,164.77005,4.1057487,13
122.78565,164.77034,4.198469,14
123.303894,164.3198,4.1015897,15
125.24115,164.62338,3.9382226,16
122.972885,163.83907,4.086618,17
120.60553,163.78441,4.3178883,18
121.99636,163.29993,4.1303563,19
121.19708,163.09023,4.189314,20
120.51762,163.4993,4.298168,21
119.71437,162.81421,4.3099833,22
119.11687,162.93666,4.38198,23
119.499275,162.3704,4.2871137,24
122.35226,162.73563,4.0383377,25
120.89043,162.29086,4.1400433,26
118.38618,162.18744,4.380127,27
120.61509,162.5417,4.192662,28
117.77339,161.8577,4.40843,29
119.41698,162.33678,4.2919803,30
118.29587,161.89825,4.3602395,31
119.60483,161.75693,4.21521,32
118.63765,161.82172,4.3184075,33
119.54847,161.6406,4.209212,34
119.4693,161.77507,4.2305775,35
117.06253,161.49908,4.443655,36
117.672264,161.09181,4.341955,37
119.93174,161.64722,4.171547,38
115.17541,161.11673,4.5941315,39
118.04847,161.1813,4.313283,40
119.14526,161.25516,4.21099,41
116.30395,161.07433,4.4770374,42
116.616844,160.95374,4.4336886,43
115.42986,161.58029,4.615042,44
119.68863,161.41602,4.172738,45
116.20719,160.71951,4.4512324,46
116.45862,160.73087,4.4272256,47
116.22911,160.82019,4.459108,48
116.39466,160.85867,4.4464006,49
115.565834,160.64908,4.5083246,50
116.75434,160.72594,4.3971596,51
114.8387,160.70285,4.586416,52
114.2615,160.45975,4.619825,53
117.21449,160.42377,4.320928,54
116.13362,160.30414,4.4170513,55
113.94322,160.39427,4.6451054,56
115.41865,160.24525,4.482661,57
115.26067,160.03258,4.47719,58
116.00997,160.14986,4.413988,59
114.833916,160.35767,4.5523744,60
114.24525,160.42046,4.617521,61
115.15454,159.92015,4.4765615,62
116.39848,160.56187,4.4163394,63
114.1616,160.01703,4.5855427,64
114.89616,160.11458,4.521843,65
116.35325,160.30888,4.3955636,66
114.329575,159.84515,4.551558,67
114.304565,159.95247,4.5647902,68
115.25124,159.7793,4.452806,69
114.3848,159.84702,4.5462217,70
115.07566,159.98166,4.4905996,71
114.55335,160.05432,4.550096,72
114.61328,159.81534,4.520205,73
114.76057,159.75613,4.4995565,74
113.08157,159.72397,4.66424,75
114.05309,159.71921,4.566612,76
113.80917,159.59422,4.5785055,77
113.748085,159.7668,4.6018715,78
114.86879,159.77368,4.4904895,79
113.45522,159.58937,4.6134152,80
113.5034,159.62329,4.611989,81
114.25671,159.6572,4.54005,82
114.2337,159.46097,4.5227265,83
113.8963,159.51868,4.562237,84
114.81253,159.56165,4.474911,85
113.87769,159.50381,4.5626125,86
113.4295,159.467,4.6037498,87
113.61875,159.49663,4.5877876,88
114.32287,159.4665,4.5143642,89
113.69113,159.46095,4.576982,90
114.050896,159.46515,4.5414248,91
114.24598,159.51495,4.5268974,92
114.338,159.428,4.5089993,93
113.93992,159.45204,4.5512123,94
113.6952,159.40222,4.5707026,95
113.93829,159.43854,4.550024,96
114.15944,159.41125,4.5251813,97
114.11729,159.4238,4.530651,98
113.84848,159.40614,4.5557666,99
114.06944,159.40446,4.5335026,100
