bce,elbo,kld,epoch
84.49659,101.88775,17.391163,1
75.69419,93.67619,17.982,2
72.088036,90.522766,18.434729,3
69.82618,88.275444,18.449265,4
67.8838,86.59505,18.711246,5
66.762085,85.58284,18.820757,6
65.95645,84.9801,19.023647,7
64.44331,84.04666,19.603346,8
64.73673,83.66649,18.929752,9
63.790127,82.99574,19.205612,10
62.681057,82.55967,19.87861,11
63.020206,82.12218,19.101974,12
62.350357,81.989334,19.638975,13
62.18225,81.773026,19.590773,14
62.00145,81.403595,19.40215,15
61.77768,81.60751,19.829832,16
61.40582,81.33983,19.934006,17
61.442852,81.14213,19.69928,18
61.410072,81.02726,19.617188,19
61.064327,80.91974,19.855415,20
60.593475,80.83247,20.238998,21
61.759777,81.15329,19.39351,22
61.17692,80.904465,19.727545,23
60.85381,80.77525,19.921442,24
60.58943,80.88411,20.294678,25
60.766167,80.90076,20.134588,26
60.30993,80.71801,20.408077,27
60.672436,80.71236,20.039917,28
60.06662,80.59061,20.523989,29
60.218597,80.35896,20.140364,30
60.42023,80.76016,20.33993,31
60.1054,80.50804,20.402643,32
60.315487,80.85643,20.540943,33
60.246586,80.53492,20.288336,34
60.4635,80.792786,20.329288,35
60.53104,80.505806,19.974768,36
59.838184,80.383026,20.544846,37
59.990856,80.5083,20.517447,38
59.716118,80.61771,20.90159,39
59.60462,80.51316,20.908537,40
59.63753,80.380554,20.74302,41
59.94256,80.48493,20.542374,42
59.406292,80.44976,21.043465,43
59.871704,80.53089,20.65919,44
59.606926,80.41153,20.804604,45
59.646816,80.4431,20.79628,46
59.751244,80.45901,20.707764,47
59.85277,80.70563,20.852856,48
59.740364,80.42802,20.687653,49
59.636055,80.60637,20.970316,50
59.856327,80.74764,20.891312,51
59.620594,80.708046,21.08745,52
59.781075,80.70796,20.92689,53
59.472164,80.42567,20.9535,54
59.827923,80.741356,20.913433,55
59.53126,80.49255,20.961292,56
59.58799,80.66451,21.07652,57
59.420975,80.54337,21.122395,58
59.18453,80.56023,21.375698,59
59.57362,80.758354,21.184734,60
59.22796,80.662605,21.43465,61
59.44042,80.54941,21.108988,62
59.272488,80.604,21.331509,63
59.247856,80.5882,21.340347,64
59.543983,80.622154,21.078173,65
59.625237,80.55744,20.932207,66
59.41864,80.45447,21.035826,67
59.42084,80.61485,21.19401,68
59.433784,80.679405,21.245623,69
59.372272,80.55131,21.179033,70
59.363285,80.57906,21.215776,71
59.39909,80.62017,21.22108,72
59.451538,80.55801,21.106468,73
59.343403,80.617455,21.274054,74
59.29336,80.63215,21.338783,75
59.38007,80.64829,21.26822,76
59.315674,80.59712,21.281445,77
59.41725,80.62772,21.21047,78
59.274853,80.61616,21.341307,79
59.119877,80.60963,21.489752,80
59.265846,80.52613,21.260284,81
59.307228,80.55005,21.24282,82
59.265965,80.606125,21.34016,83
59.271717,80.58977,21.318048,84
59.227715,80.655014,21.427301,85
59.2311,80.58448,21.353384,86
59.155846,80.57783,21.421986,87
59.215755,80.55458,21.338825,88
59.20063,80.56063,21.359999,89
59.17037,80.52729,21.35692,90
59.21296,80.56831,21.355354,91
59.1474,80.533325,21.385921,92
59.179115,80.54635,21.367233,93
59.19773,80.54897,21.351242,94
59.15513,80.53501,21.37988,95
59.136932,80.55583,21.418898,96
59.217094,80.5292,21.312107,97
59.12857,80.5483,21.419731,98
59.155323,80.548996,21.393673,99
59.13454,80.56876,21.434223,100
